Sector,Tiene_parqueadero,Precio_venta_COP,Estrato,Area_construida_m2,Distancia_CC_San_Nicolas_km,Urbana_Rural,Tiene_conjunto_cerrado,Topografia
Comuna 4 (El Porvenir),1,329553039,4,66.8,2.4,Urbana,0,Plana
Corregimiento Centro (Río Abajo),0,830999797,4,191.0,5.75,Rural,0,Ondulada
Comuna 2 (San Antonio),0,437731483,3,103.8,3.74,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,336464503,3,68.2,1.64,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,2747524288,5,389.9,12.03,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),0,1593964841,5,245.0,12.26,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1206965457,4,178.1,11.57,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,237545514,3,66.9,1.77,Urbana,1,Mayormente Plana
Corregimiento Centro (Río Abajo),1,1096005923,3,186.2,6.14,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,753069731,4,122.2,12.62,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,575825354,2,120.2,9.62,Rural,1,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,480107001,2,133.5,13.88,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,959825637,3,174.3,5.63,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3404522105,6,262.3,8.11,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1714138090,4,171.7,15.31,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,298046533,4,91.2,1.56,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,972632014,4,192.2,6.04,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1532813160,5,224.2,14.56,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,351717592,3,56.0,1.76,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,268820048,3,71.3,2.24,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,175000000,3,53.7,2.06,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,909838196,3,178.6,5.61,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1721532646,5,185.8,15.2,Rural,1,Ondulada
Comuna 2 (San Antonio),1,424093283,5,82.5,3.42,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3378745402,6,412.5,14.86,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),0,646757739,2,144.1,12.62,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3841763351,6,451.1,12.87,Rural,0,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3449037294,6,356.0,11.42,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),0,838212482,3,188.2,5.32,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,339257110,3,47.9,2.78,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3454254573,6,331.9,13.07,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,246349338,3,56.7,2.33,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,401728803,3,80.4,2.49,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,286647419,2,70.6,1.05,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3141330352,6,295.1,12.57,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),0,4126874666,5,370.0,12.94,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,259875910,2,73.8,1.69,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3551806961,5,381.3,11.0,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,320508490,2,54.4,1.5,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),0,341636981,4,59.1,3.09,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,262002250,2,67.5,1.94,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,282785393,4,60.2,1.26,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,343493443,4,75.5,3.43,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,827428650,3,159.1,5.88,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,958904590,3,214.3,6.84,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,279397099,3,63.4,1.32,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,1014203575,4,174.5,5.53,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3230101815,6,366.5,13.02,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,772406367,4,152.5,8.62,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,645011849,3,140.2,10.63,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,669094236,4,212.8,5.33,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,404134348,4,73.5,2.77,Urbana,1,Plana
Corregimiento Sur (Cabeceras),0,1666800758,5,192.7,12.27,Rural,1,Ondulada
Comuna 4 (El Porvenir),0,364396173,3,73.9,2.76,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1630658643,5,195.3,19.15,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,456273953,3,145.8,10.27,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,555608052,2,146.7,9.78,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,310954832,3,81.6,1.48,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),1,269622939,3,63.6,1.85,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,504812634,5,79.3,3.62,Urbana,1,Plana
Comuna 4 (El Porvenir),1,381092243,3,53.1,2.15,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,4073024768,5,407.5,10.84,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1662619576,6,202.2,15.82,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,803848919,4,179.6,7.34,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,2794577886,6,333.2,12.64,Rural,0,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,288381529,2,60.2,2.19,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1431329262,4,187.6,14.67,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,350679559,3,65.6,2.75,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,324705472,3,66.5,1.8,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3497218167,6,369.7,13.61,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,229668984,3,62.2,1.75,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),0,325467767,4,70.9,2.89,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,612248731,2,156.0,12.93,Rural,1,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,658190499,2,136.7,8.49,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,275706494,4,41.4,2.31,Urbana,0,Plana
Comuna 4 (El Porvenir),1,402184326,3,76.6,3.03,Urbana,1,Plana
Comuna 4 (El Porvenir),0,336566308,4,53.9,2.11,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1906421684,4,208.9,17.27,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,331607729,3,67.3,2.99,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2450610295,5,340.1,9.58,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,284834666,3,71.2,1.67,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1523503317,4,211.5,15.52,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,390813079,3,48.7,2.55,Urbana,1,Plana
Comuna 2 (San Antonio),1,490790539,4,64.2,3.51,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,952070789,3,176.9,4.95,Rural,0,Ondulada
Comuna 2 (San Antonio),1,441748279,3,84.9,3.21,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,193461969,2,69.2,1.89,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,417894872,3,132.2,9.86,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,254987360,2,67.5,1.74,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,348627302,3,72.8,2.01,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,914664323,4,218.2,6.27,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,484205179,4,141.0,9.92,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1240410193,4,164.8,17.3,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1477181878,6,193.4,15.59,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1219112742,5,191.6,13.62,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,346223004,2,77.0,1.64,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,507811096,3,81.6,2.62,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,314770412,3,72.5,1.56,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3727835342,5,295.9,11.95,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,293683399,3,69.3,2.4,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1365311140,4,228.8,14.33,Rural,0,Ondulada
Comuna 2 (San Antonio),1,408860530,4,79.0,3.18,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,267301917,2,65.8,2.07,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,715522641,4,137.5,6.6,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,262891590,2,56.8,2.09,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,333903787,3,71.5,2.04,Urbana,1,Plana
Comuna 2 (San Antonio),1,620271227,4,96.2,4.12,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,379689699,4,71.8,1.42,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,298365108,3,73.8,1.56,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3168348600,5,310.2,11.22,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3498673503,6,367.2,11.85,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),1,384875790,3,76.4,1.18,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,233094122,2,56.4,2.24,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,558290118,3,220.4,5.88,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1477334791,5,185.4,11.66,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,274384984,2,67.7,1.78,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,898117487,3,201.4,6.35,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,3609767568,5,375.7,13.15,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,331533083,3,71.1,2.34,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,695421432,3,173.1,5.18,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,295628061,4,68.6,1.81,Urbana,1,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3249573694,6,364.9,10.16,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,2929698184,5,493.8,9.64,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1509940074,5,174.5,14.47,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,317407882,4,86.3,1.8,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1651483806,6,230.5,14.31,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,317054071,2,88.0,1.46,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1539463967,6,161.1,14.3,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,761413410,3,187.2,7.61,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,260677583,3,57.7,1.75,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,338098042,3,45.0,1.99,Urbana,1,Plana
Comuna 4 (El Porvenir),1,310476002,4,87.9,2.11,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,235258016,2,64.4,1.61,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,357991010,4,81.2,4.19,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,521457726,3,145.5,9.24,Rural,1,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,2488098591,6,339.8,11.84,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,4258538644,6,292.4,11.97,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,312360516,2,68.2,1.45,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,583520887,3,147.7,5.14,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1302511009,4,198.8,12.51,Rural,1,Ondulada
Comuna 2 (San Antonio),1,437591851,4,79.8,3.28,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,266987027,3,49.8,1.72,Urbana,1,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1513194462,5,141.5,13.12,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1132760409,6,221.1,14.22,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,331514813,3,63.4,1.59,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,264658856,4,79.2,0.97,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,667362666,4,195.5,5.53,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3591816062,5,312.4,11.79,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,275647391,2,63.7,1.57,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,287876522,2,54.7,1.78,Urbana,1,Mayormente Plana
Comuna 1 (Centro Histórico),1,241455656,4,68.9,1.39,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,850257651,4,149.4,4.26,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3967223800,6,341.7,9.65,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),1,257298332,3,55.0,2.15,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,275249585,3,51.9,2.25,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,611338837,3,156.4,8.64,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,594399205,2,191.8,9.2,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,358631853,4,76.4,1.41,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,637031076,3,130.8,7.18,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3260944381,5,366.5,8.86,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,835495414,4,174.1,6.73,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,255005669,2,55.4,1.72,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1631148640,5,220.1,12.98,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,253201837,2,62.8,1.7,Urbana,1,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,180144349,3,51.0,1.91,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3045535564,5,440.6,14.66,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,535157994,4,156.2,9.43,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1843251252,6,215.0,11.98,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3396717622,5,420.2,12.14,Rural,0,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,261968374,4,73.9,1.01,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,894077063,4,183.1,5.33,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,302443990,4,79.6,2.51,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,278587321,2,74.7,1.81,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,399313530,4,78.6,2.76,Urbana,0,Plana
Corregimiento Centro (Río Abajo),1,724963569,4,230.3,6.89,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),0,644427395,4,153.8,5.81,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,3092428444,6,317.6,13.24,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,4061687685,6,323.2,12.8,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3901083886,5,290.3,12.74,Rural,0,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,318099494,4,53.0,2.55,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2998979697,5,417.5,10.12,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,882850930,4,193.9,6.24,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,350193758,2,67.6,1.29,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3990750305,5,344.4,10.95,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,590431102,3,87.5,3.17,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,646692046,4,154.5,7.74,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,426124443,3,74.3,2.39,Urbana,1,Plana
Comuna 2 (San Antonio),1,504497755,4,97.3,2.92,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3148472340,6,392.7,11.87,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,710079044,4,173.2,5.45,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,239676488,3,81.5,1.47,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,217328743,3,45.6,2.08,Urbana,1,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1373030274,6,215.3,15.33,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,532959219,4,142.6,11.1,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1248392367,6,181.0,14.56,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3405032511,5,337.3,11.7,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,668532220,4,164.1,10.38,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,736142483,2,184.0,8.04,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,359279951,4,59.3,1.5,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,572030054,2,142.7,10.29,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,314072423,4,66.6,2.32,Urbana,1,Plana
Comuna 2 (San Antonio),0,375326429,4,74.4,3.54,Urbana,0,Plana
Comuna 2 (San Antonio),1,398713564,5,82.4,3.49,Urbana,1,Plana
Comuna 2 (San Antonio),1,491853501,3,91.1,3.81,Urbana,1,Plana
Comuna 4 (El Porvenir),1,365562663,3,57.9,2.15,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1755384985,6,233.4,15.59,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,389579752,4,73.0,1.3,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,485464300,3,137.8,11.03,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,326450599,4,70.1,2.33,Urbana,0,Plana
Comuna 2 (San Antonio),1,327816847,3,86.9,3.96,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3550890154,6,321.0,12.56,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,231449277,3,56.0,1.75,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,595997603,4,185.7,10.07,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,360236990,3,56.6,2.99,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,687249421,4,158.0,5.92,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,348016888,4,49.3,2.62,Urbana,1,Plana
Comuna 1 (Centro Histórico),1,337258124,3,70.3,1.33,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,365329271,3,85.9,1.58,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),1,397494776,3,62.7,3.23,Urbana,1,Plana
Comuna 2 (San Antonio),1,417843581,5,102.9,3.69,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,239318459,3,59.0,1.55,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,627667488,3,131.7,8.18,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,246307811,3,81.2,1.44,Urbana,1,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),0,723180929,3,158.2,9.18,Rural,1,Montañosa y Quebrada
Comuna 2 (San Antonio),0,365234135,3,82.8,3.65,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,680414709,3,118.8,8.34,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3714470934,6,409.8,9.76,Rural,0,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,292120607,4,73.0,1.32,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,390352452,5,72.1,2.47,Urbana,1,Plana
Comuna 2 (San Antonio),1,323588238,4,93.7,4.21,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,246190765,2,75.6,1.85,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,238473892,2,66.9,2.49,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),0,3140178056,5,365.3,9.83,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),0,488847060,3,103.2,3.67,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1552999248,6,211.2,13.33,Rural,1,Ondulada
Comuna 2 (San Antonio),1,408046050,3,75.2,3.68,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),1,225522808,2,48.7,2.16,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1852907204,5,192.8,11.52,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,364497698,4,64.3,1.36,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),1,379599895,3,61.8,1.32,Urbana,1,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,672717324,2,174.6,9.58,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,379379628,4,62.4,2.28,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,251615640,3,64.1,2.28,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),0,356473960,3,65.9,2.37,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1507465734,4,223.0,14.49,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,175000000,3,53.5,1.71,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,3050543384,5,279.8,13.76,Rural,0,Plana y levemente ondulada
Comuna 2 (San Antonio),1,608843906,4,49.4,3.99,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3480966946,6,371.8,11.15,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1296038373,4,200.2,13.96,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,270073014,3,72.1,1.98,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),0,825136868,4,174.9,5.26,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1587108588,4,215.7,14.9,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,833996622,3,175.2,5.53,Rural,0,Ondulada
Comuna 2 (San Antonio),1,449570927,3,74.2,3.21,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,335177312,2,51.0,1.51,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,283416070,3,75.6,1.59,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1743118364,5,254.6,15.51,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,337284564,4,89.0,2.29,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),1,228377840,2,75.0,2.01,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,228497505,2,70.4,2.41,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,264858818,2,72.8,1.19,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,636985800,2,161.5,10.26,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,4080489211,6,456.1,10.31,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,452224019,3,151.5,10.83,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,416582849,3,75.6,2.77,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2822749581,5,336.4,11.04,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3523628340,5,357.2,13.23,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1460867817,4,185.0,17.09,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,337274441,2,66.1,0.9,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,866102247,4,160.2,8.8,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,533147618,2,125.5,11.21,Rural,1,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,338886690,4,65.9,1.31,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,486665636,3,150.6,11.01,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,678772889,4,126.2,6.02,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,270772699,3,69.9,1.71,Urbana,0,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1571723257,4,208.1,12.82,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,359619869,4,67.4,2.57,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),0,2000605131,5,360.0,12.2,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1491345512,5,215.1,16.97,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,227234154,3,42.8,2.04,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,475525526,3,81.6,2.78,Urbana,1,Plana
Comuna 4 (El Porvenir),1,263080042,4,46.8,2.38,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,228054056,3,50.3,1.67,Urbana,0,Plana y Ondulada
Corregimiento Occidente (Llanogrande),1,4150495618,6,402.1,12.54,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,600714647,4,150.5,11.68,Rural,0,Montañosa y Quebrada
